Authors	Source Title	Times Cited, WoS Core
"Stenzel, P; Kannengiesser, T; Kotzur, L; Markewitz, P; Robinius, M; Stolten, D"	12TH INTERNATIONAL RENEWABLE ENERGY STORAGE CONFERENCE, IRES 2018	9
"Trensch, G; Gutzen, R; Blundell, I; Denker, M; Morrison, A"	FRONTIERS IN NEUROINFORMATICS	13
Falkenburger, BH	CELLULAR AND MOLECULAR NEUROBIOLOGY	0
"Vassen, R; Rauwald, KH; Guillon, O; Aktaa, J; Weber, T; Back, HC; Qu, D; Gibmeier, J"	FUSION ENGINEERING AND DESIGN	22
"Trinh, QT; Ern, M; Doornbos, E; Preusse, P; Riese, M"	ANNALES GEOPHYSICAE	50
"Voigt, J; Böhm, S; Dabruck, JP; Rücker, U; Gutberlet, T; Brückel, T"	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT	5
"Sabitova, A; Temirov, R; Tautz, FS"	PHYSICAL REVIEW B	14
"Lunghammer, S; Prutsch, D; Breuer, S; Rettenwander, D; Hanzu, I; Ma, Q; Tietz, F; Wilkening, HMR"	SCIENTIFIC REPORTS	26
"Lüpke, F; Just, S; Eschbach, M; Heider, T; Mlynczak, E; Lanius, M; Schüffelgen, P; Rosenbach, D; von den Driesch, N; Cherepanov, V; Mussler, G; Plucinski, L; Grützmacher, D; Schneider, CM; Tautz, FS; Voigtländer, B"	NPJ QUANTUM MATERIALS	16
"Zhou, XR; Lacointe, A; Leitner, D; Lobet, G; Schnepf, A; Vanderborght, J; Vereecken, H"	2018 6TH INTERNATIONAL SYMPOSIUM ON PLANT GROWTH MODELING, SIMULATION, VISUALIZATION AND APPLICATIONS (PMA)	1
"Kennouche, D; Fang, Q; Blum, L; Stolten, D"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	16
"Scheepers, F; Stähler, A; Stähler, M; Carmo, M; Lehnert, W; Stolten, D"	COATINGS	13
"Unrean, P; Gätgens, J; Klein, B; Noack, S; Champreda, V"	FEMS YEAST RESEARCH	27
"Gospodaric, P; Mlynczak, E; Eschbach, M; Gehlmann, M; Zamborlini, G; Feyer, V; Plucinski, L; Schneider, CM"	PHYSICAL REVIEW B	2
"Schmalstieg, J; Sauer, DU"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	35
"Sharples, W; Zhukov, I; Geimer, M; Goergen, K; Luehrs, S; Breuer, T; Naz, B; Kulkarni, K; Brdar, S; Kollet, S"	GEOSCIENTIFIC MODEL DEVELOPMENT	2
"Froning, D; Yu, JL; Reimer, U; Lehnert, W"	APPLIED SCIENCES-BASEL	4
"Wolf, V; Kuhn, T; Milz, M; Voelger, P; Kramer, M; Rolf, C"	ATMOSPHERIC CHEMISTRY AND PHYSICS	15
"Wu, X; Griessbach, S; Hoffmann, L"	ATMOSPHERIC CHEMISTRY AND PHYSICS	16
"Barannik, AA; Cherpak, NT; Protsenko, IA; Gubin, AI; Kireev, D; Vitusevich, S"	APPLIED PHYSICS LETTERS	7
"Sarkar, A; Ashraf, T; Grafeneder, W; Koch, R"	JOURNAL OF PHYSICS-CONDENSED MATTER	8
"Rolf, C; Vogel, B; Hoor, P; Afchine, A; Günther, G; Krämer, M; Müller, R; Müller, S; Spelten, N; Riese, M"	ATMOSPHERIC CHEMISTRY AND PHYSICS	22
"Luong, GV; Strangio, S; Tiedemann, AT; Bernardy, P; Trellenkamp, S; Palestri, P; Mantl, S; Zhao, QT"	IEEE JOURNAL OF THE ELECTRON DEVICES SOCIETY	28
"Peksen, M; Acar, M; Malalasekera, W"	JOURNAL OF INDUSTRIAL TEXTILES	1
"Do, C; Sun, XG; Jafta, CJ; Dai, S; Ohl, M; Mamontov, E"	SCIENTIFIC REPORTS	5
"Chevrier, VL; Liu, L; Wohl, R; Chandrasoma, A; Vega, JA; Eberman, KW; Stegmaier, P; Figgemeier, E"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	62
"Weise, L; Boecker, M; Gauggel, S; Falkenburger, B; Drueke, B"	PLOS ONE	2
"Schmalstieg, J; Rahe, C; Ecker, M; Sauer, DU"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	104
"Kubacki, J; Kajewski, D; Goraus, J; Szot, K; Koehl, A; Lenser, C; Dittmann, R; Szade, J"	JOURNAL OF CHEMICAL PHYSICS	12
"Placke, B; Bosco, S; DiVincenzo, DP"	EPJ QUANTUM TECHNOLOGY	0
"Bokalic, M; Gerber, A; Pieters, BE; Rau, U; Topic, M"	IEEE JOURNAL OF PHOTOVOLTAICS	6
"Rey, G; Spindler, C; Babbe, F; Rachad, W; Siebentritt, S; Nuys, M; Carius, R; Li, S; Platzer-Björkman, C"	PHYSICAL REVIEW APPLIED	30
"Kreuzer, A; Eicker, N; Suarez, E; Amaya, J; Léger, R"	IEEE 20TH INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS / IEEE 16TH INTERNATIONAL CONFERENCE ON SMART CITY / IEEE 4TH INTERNATIONAL CONFERENCE ON DATA SCIENCE AND SYSTEMS (HPCC/SMARTCITY/DSS)	0
"Koch, T; Heck, K; Schröder, N; Class, H; Helmig, R"	VADOSE ZONE JOURNAL	33
"Sallis, F; Bertolani, V; Burle, J; Zattra, L"	LIVE ELECTRONIC MUSIC: Composition, Performance, Study	0
"Schulte, M; Petrovic, D; Neudecker, P; Hartmann, R; Pietruszka, J; Willbold, S; Willbold, D; Panwalker, V"	ACS CATALYSIS	15
"Ganvir, A; Joshi, S; Markocsan, N; Vassen, R"	MATERIALS & DESIGN	63
"Hildebrand, S; Rheinfeld, A; Friesen, A; Haetge, J; Schappacher, FM; Jossen, A; Winter, M"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	18
"Memon, S; Cavallaro, G; Hagemeier, B; Riedel, M; Neukirchen, H"	IGARSS 2018 - 2018 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM	0
"Schauer, S; Schmager, R; Hünig, R; Ding, KN; Paetzold, UW; Lemmer, U; Worgull, M; Hölscher, H; Gomard, G"	OPTICAL MATERIALS EXPRESS	22
"Eckhardt, CJ; Schober, GAH; Ehrlich, J; Honerkamp, C"	PHYSICAL REVIEW B	18
"Thomas, S; Behmann, J; Steier, A; Kraska, T; Muller, O; Rascher, U; Mahlein, AK"	PLANT METHODS	68
"Whittaker, D; Geist, A; Modolo, G; Taylor, R; Sarsfield, M; Wilden, A"	SOLVENT EXTRACTION AND ION EXCHANGE	123
"Zhou, Z; Jia, XF; Qiang, XD"	JOURNAL OF GEOPHYSICS AND ENGINEERING	2
"Poonoosamy, J; Brandt, F; Stekiel, M; Kegler, P; Klinkenberg, M; Winkler, B; Vinograd, V; Bosbach, D; Deissmann, G"	APPLIED CLAY SCIENCE	28
"Kirchartz, T; Rau, U"	ADVANCED ENERGY MATERIALS	173
"Meyer, T; Weihermüller, L; Vereecken, H; Jonard, F"	REMOTE SENSING	20
"Verbiest, GJ; Kirchhof, JN; Sonntag, J; Goldsche, M; Khodkov, T; Stampfer, C"	NANO LETTERS	40
"Guhl, C; Kehne, P; Ma, QL; Tietz, F; Alff, L; Komissinskiy, P; Jaegermann, W; Hausbrand, R"	REVIEW OF SCIENTIFIC INSTRUMENTS	22
"Iwase, S; Futamura, Y; Imakura, A; Sakurai, T; Tsukamoto, S; Ono, T"	PHYSICAL REVIEW B	1
"Epping, A; Banszerus, L; Güttinger, J; Krückeberg, L; Watanabe, K; Taniguchi, T; Hassler, F; Beschoten, B; Stampfer, C"	JOURNAL OF PHYSICS-CONDENSED MATTER	16
"Houston, JE; Brandl, G; Drochner, M; Kemmerling, G; Engels, R; Papagiannopoulos, A; Sarter, M; Stadler, A; Radulescu, A"	JOURNAL OF APPLIED CRYSTALLOGRAPHY	11
"Singh, U; Filges, D; Goldenbaum, F; Kamys, B; Rudy, Z; Sharma, SK"	EUROPEAN PHYSICAL JOURNAL A	3
"Bunkan, AJC; Srinivasulu, G; Amedro, D; Vereecken, L; Wallington, TJ; Crowley, JN"	PHYSICAL CHEMISTRY CHEMICAL PHYSICS	5
"Tsukamoto, S; Ono, T; Blügel, S"	PHYSICAL REVIEW B	8
"Placke, T; Heckmann, A; Schmuch, R; Meister, P; Beltrop, K; Winter, M"	JOULE	309
"Jaeger, KE; Fulton, A; Schwaneberg, U; Pietruszka, J; Kovacic, F"	CROATICA CHEMICA ACTA	0
"Belitsky, V; Schütz, GM"	STOCHASTIC PROCESSES AND THEIR APPLICATIONS	19
"Grasmik, V; Breisch, M; Loza, K; Heggen, M; Köller, M; Sengstock, C; Epple, M"	RSC ADVANCES	15
"Bolten, M; Moser, D; Speck, R"	NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS	11
"Ganesan, H; Teijeiro, C; Sutmann, G"	COMPUTATIONAL MATERIALS SCIENCE	1
"Cetin, MO; Koh, SR; Meinke, M; Schröder, W"	COMPTES RENDUS MECANIQUE	1
"Galle, LM; Cutsail, GE; Nischwitz, V; DeBeer, S; Span, I"	BIOLOGICAL CHEMISTRY	1
"Tselyaev, V; Lyutorovich, N; Speth, J; Reinhard, PG"	PHYSICAL REVIEW C	23
"Weidlich, EWA; von Gillhaussen, P; Max, JFJ; Delory, BM; Jablonowski, ND; Rascher, U; Temperton, VM"	JOURNAL OF ECOLOGY	31
"Ruckdeschel, P; Philipp, A; Kopera, BAF; Bitterlich, F; Dulle, M; Pech-May, NW; Retsch, M"	PHYSICAL REVIEW E	10
"Meyer, T; Jonard, F; Weihermüller, L"	IGARSS 2018 - 2018 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM	0
"Richter, A; Smirnov, V; Lambertz, A; Nomoto, K; Welter, K; Ding, KN"	SOLAR ENERGY MATERIALS AND SOLAR CELLS	45
"Reshetenko, T; Kulikovsky, A"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	0
"Krause, L; Rodionov, A; Schweizer, SA; Siebers, N; Lehndorff, E; Klumpp, E; Amelung, W"	SOIL & TILLAGE RESEARCH	50
"Moradi, S; Huisman, JA; Class, H; Vereecken, H"	WATER	9
"Kwiecien, M; Huck, M; Badeda, J; Zorer, C; Komut, K; Yu, QR; Sauer, DU"	APPLIED SCIENCES-BASEL	6
"Gonzalez-Julian, J; Neuhaus, K; Bernemann, M; da Silva, JP; Laptev, A; Bram, M; Guillon, O"	ACTA MATERIALIA	118
"Neuhaus, K; Baumann, S; Dolle, R; Wiemhöfer, HD"	CRYSTALS	11
"Niether, D; Sarter, M; König, B; Zamponi, M; Fitter, J; Stadler, A; Wiegand, S"	IRAGO CONFERENCE 2017: A 360-DEGREE OUTLOOK ON CRITICAL SCIENTIFIC AND TECHNOLOGICAL CHALLENGES FOR A SUSTAINABLE SOCIETY	4
"Kühn, T; Helias, M"	JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL	0
"Kang, MJ; Chun, HY; Kim, YH; Preusse, P; Ern, M"	JOURNAL OF THE ATMOSPHERIC SCIENCES	19
"Zafar, AM; Müller, R; Grooss, JU; Robrecht, S; Vogel, B; Lehmann, R"	TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY	1
"Beyer, W; Andrä, G; Bergmann, J; Breuer, U; Finger, F; Gawlik, A; Haas, S; Lambertz, A; Maier, FC; Nickel, NH; Zastrow, U"	JOURNAL OF APPLIED PHYSICS	6
"Prisiazhniuk, D; Conway, GD; Krämer-Flecken, A; Stroth, U"	PLASMA PHYSICS AND CONTROLLED FUSION	9
"Babcock, E; Salhi, Z; Gainov, R; Woracek, R; Soltner, H; Pistel, P; Beule, F; Bussmann, K; Heynen, A; Kämmerling, H; Suxdorf, F; Strobl, M; Russina, M; Voigt, J; Ioffe, A"	PROCEEDINGS OF THE JOINT CONFERENCE ON QUASIELASTIC NEUTRON SCATTERING AND THE WORKSHOP ON INELASTIC NEUTRON SPECTROMETERS (QENS/WINS 2016): PROBING NANOSCALE DYNAMICS IN ENERGY RELATED MATERIALS	1
"Prisiazhniuk, D; Conway, GD; Krämer-Flecken, A; Stroth, U"	PLASMA PHYSICS AND CONTROLLED FUSION	1
"Staub, F; Rau, U; Kirchartz, T"	ACS OMEGA	46
"Nilsson, D; Mohanty, S; Irbäck, A"	JOURNAL OF CHEMICAL PHYSICS	4
"Rapp, M; Dörnbrack, A; Preusse, P"	GEOPHYSICAL RESEARCH LETTERS	20
"Bittkau, K; Kirchartz, T; Rau, U"	OPTICS EXPRESS	38
"Sengupta, U; Strodel, B"	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	23
"Nutz, FA; Philipp, A; Kopera, BAF; Dulle, M; Retsch, M"	ADVANCED MATERIALS	11
"Keller, J; Franssen, HJH; Marquart, G"	WATER RESOURCES RESEARCH	17
"Stadtler, S; Kühn, T; Schröder, S; Taraborrelli, D; Schultz, MG; Kokkola, H"	GEOSCIENTIFIC MODEL DEVELOPMENT	26
"Krückemeier, L; Kaienburg, P; Flohre, J; Bittkau, K; Zonno, I; Krogmeier, B; Kirchartz, T"	COMMUNICATIONS PHYSICS	20
"Sehnem, AL; Niether, D; Wiegand, S; Neto, AMF"	JOURNAL OF PHYSICAL CHEMISTRY B	14
"Venturi, F; Gazzadi, GC; Tavabi, AH; Rota, A; Dunin-Borkowski, RE; Frabboni, S"	BEILSTEIN JOURNAL OF NANOTECHNOLOGY	3
"Flammia, I; Mester, A; Niemöller, A; Granwehr, J; van Waasen, S"	2018 PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM (PIERS-TOYAMA)	0
"Straten, JW; Schleker, P; Krasowska, M; Veroutis, E; Granwehr, J; Auer, AA; Hetaba, W; Becker, S; Schlögl, R; Heumann, S"	CHEMISTRY-A EUROPEAN JOURNAL	17
"Hohenfeld, C; Werner, CJ; Reetz, K"	NEUROIMAGE-CLINICAL	154
"Huang, ZY; Chraibi, M; Song, WG"	PHYSICAL REVIEW E	10
"Windmüller, A; Bridges, CA; Tsai, CL; Lobe, S; Dellen, C; Veith, GM; Finsterbusch, M; Uhlenbruck, S; Guillon, O"	ACS APPLIED ENERGY MATERIALS	11
"Knoop, VL; Daamen, W; Schadschneider, A; Seyfried, A"	TRANSPORTMETRICA A-TRANSPORT SCIENCE	1
"Yu, SC; Liu, ZG; Tempel, H; Kungl, H; Eichel, RA"	JOURNAL OF MATERIALS CHEMISTRY A	44
"Krause, L; Braun, M; Hauslage, J; Hemmersbach, R"	MICROGRAVITY SCIENCE AND TECHNOLOGY	12
"Richter, N; Beckers, N; Onur, OA; Dietlein, M; Tittgemeyer, M; Kracht, L; Neumaier, B; Fink, GR; Kukolja, J"	BRAIN	56
"Reshetenko, T; Kulikovsky, A"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	1
"Lewin, M; Baeumer, C; Gunkel, F; Schwedt, A; Gaussmann, F; Wueppen, J; Meuffels, P; Jungbluth, B; Mayer, J; Dittmann, R; Waser, R; Taubner, T"	ADVANCED FUNCTIONAL MATERIALS	31
"Bouaziz, J; Dias, MD; Ibañez-Azpiroz, J; Lounis, S"	PHYSICAL REVIEW B	7
"Koposova, EA; Ermolenko, YE; Offenhäusser, A; Mourzina, YG"	COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS	9
"Ben-Tov, D; Idan-Molakandov, A; Hugger, A; Ben-Shlush, I; Günl, M; Yang, B; Usadel, B; Harpaz-Saad, S"	PLANT JOURNAL	27
"Crowley, JN; Pouvesle, N; Phillips, GJ; Axinte, R; Fischer, H; Petäjä, T; Nölscher, A; Williams, J; Hens, K; Harder, H; Martinez-Harder, M; Novelli, A; Kubistin, D; Bohn, B; Lelieveld, J"	ATMOSPHERIC CHEMISTRY AND PHYSICS	23
"Nikolaev, KG; Ermolenko, YE; Offenhäusser, A; Ermakov, SS; Mourzina, YG"	FRONTIERS IN CHEMISTRY	14
"Rodenbücher, C; Meuffels, P; Bihlmayer, G; Speier, W; Du, H; Schwedt, A; Breuer, U; Jia, CL; Mayer, J; Waser, R; Szot, K"	SCIENTIFIC REPORTS	12
"Tsukamoto, S; Ono, T; Iwase, S; Blügel, S"	PHYSICAL REVIEW B	5
"Ruttert, M; Holtstiege, F; Hüsker, J; Börner, M; Winter, M; Placke, T"	BEILSTEIN JOURNAL OF NANOTECHNOLOGY	14
"Kaienburg, P; Klingebiel, B; Kirchartz, T"	BEILSTEIN JOURNAL OF NANOTECHNOLOGY	27
"Trinchero, P; Molinero, J; Ebrahimi, H; Puigdomenech, I; Gylling, B; Svensson, U; Bosbach, D; Deissmann, G"	MATHEMATICAL GEOSCIENCES	3
"Shiloh, R; Remez, R; Lu, PH; Jin, L; Lereah, Y; Tavabi, AH; Dunin-Borkowski, RE; Arie, A"	ULTRAMICROSCOPY	19
"Wilson, IAG; Barbour, E; Ketelaer, T; Kuckshinrichs, W"	JOURNAL OF ENERGY STORAGE	23
"Caruso, IP; Panwalkar, V; Coronado, MA; Dingley, AJ; Cornelio, ML; Willbold, D; Arni, RK; Eberle, RJ"	FEBS JOURNAL	8
"Assaf, E; Schoemaecker, C; Vereecken, L; Fittschen, C"	INTERNATIONAL JOURNAL OF CHEMICAL KINETICS	30
"Kleinert, A; Krisch, I; Ungermann, J; Adibekyan, A; Gutschwager, B; Monte, C"	ATMOSPHERIC MEASUREMENT TECHNIQUES	3
"Cai, GC; Vanderborght, J; Langensiepen, M; Schnepf, A; Hüging, H; Vereecken, H"	HYDROLOGY AND EARTH SYSTEM SCIENCES	50
"Jildeh, ZB; Oberländer, J; Kirchner, P; Wagner, PH; Schöning, MJ"	NANOMATERIALS	24
"Li, F; Aeberhard, U; Wu, H; Qiao, M; Li, YF"	RSC ADVANCES	8
"Sehnem, AL; Neto, AMF; Niether, D; Wiegand, S"	PHYSICAL REVIEW E	5
"Badeda, J; Kwiecien, M; Schulte, D; Sauer, DU"	APPLIED SCIENCES-BASEL	25
"Schnedler, M; Portz, ; Semmler, U; Moors, M; Waser, R; Dunin-Borkowski, RE; Ebert, P"	SCIENTIFIC REPORTS	2
"Kebede, GG; Mitev, PD; Briels, WJ; Hermansson, K"	PHYSICAL CHEMISTRY CHEMICAL PHYSICS	13
"Komnig, D; Dagli, TC; Habib, P; Zeyen, T; Schulz, JB; Falkenburger, BH"	JOURNAL OF NEUROCHEMISTRY	18
"Wallroth, R; Höchenberger, R; Ohla, K"	NEUROIMAGE	20
"Genon, S; Salmon, E"	CORTEX	2
"Müller, VI; Höhner, Y; Eickhoff, SB"	CORTEX	46
"Matthias, V; Ern, M"	ATMOSPHERIC CHEMISTRY AND PHYSICS	24
"Becker, H; Reimer, U; Aili, D; Cleemann, LN; Jensen, JO; Lehnert, W; Li, QF"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	31
"Coronado, MA; Eberle, RJ; Bleffert, N; Feuerstein, S; Olivier, DS; de Moraes, FR; Willbold, D; Arni, RK"	ANTIVIRAL RESEARCH	25
"Vilhena, C; Kaganovitch, E; Shin, JY; Grünberger, A; Behr, S; Kristoficova, I; Brameyer, S; Kohlheyer, D; Jung, K"	JOURNAL OF BACTERIOLOGY	18
"Woiwode, W; Dörnbrack, A; Bramberger, M; Friedl-Vallon, F; Haenel, F; Höpfner, M; Johansson, S; Kretschmer, E; Krisch, I; Latzko, T; Oelhaf, H; Orphal, J; Preusse, P; Sinnhuber, BM; Ungermann, J"	ATMOSPHERIC CHEMISTRY AND PHYSICS	15
"Sheng, C; Duan, CL; Zhao, YM; Dong, L; Luo, ZF"	INTERNATIONAL JOURNAL OF MINING SCIENCE AND TECHNOLOGY	13
"Genna, V; Colombo, M; De Vivo, M; Marcia, M"	STRUCTURE	29
"Neuhaus, K; Dolle, R; Wiemhöfer, HD"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	14
"Reshetenko, T; Kulikovsky, A"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	24
"Kirchartz, T; Rau, U"	SUSTAINABLE ENERGY & FUELS	19
"Goldsche, M; Sonntag, J; Khodkov, T; Verbiest, GJ; Reichardt, S; Neumann, C; Ouaj, T; von den Driesch, N; Buca, D; Stampfer, C"	NANO LETTERS	60
"Lyutorovich, N; Tselyaev, V; Speth, J; Reinhard, PG"	PHYSICAL REVIEW C	11
"Garcia-Fayos, J; Balaguer, M; Baumann, S; Serra, JM"	JOURNAL OF MEMBRANE SCIENCE	24
"Li, F; Zhou, XD; Feng, WX; Fu, BT; Yao, YG"	NEW JOURNAL OF PHYSICS	18
"Schöps, V; Lenyk, B; Huhn, T; Boneberg, J; Scheer, E; Offenhaüsser, A; Mayer, D"	PHYSICAL CHEMISTRY CHEMICAL PHYSICS	5
"Behmann, J; Acebron, K; Emin, D; Bennertz, S; Matsubara, S; Thomas, S; Bohnenkamp, D; Kuska, MT; Jussila, J; Salo, H; Mahlein, AK; Rascher, U"	SENSORS	141
"Günther, A; Höpfner, M; Sinnhuber, BM; Griessbach, S; Deshler, T; von Clarmann, T; Stiller, G"	ATMOSPHERIC CHEMISTRY AND PHYSICS	23
"Root-Bernstein, R; Turke, M; Subhramanyam, UKT; Churchill, B; Labahn, J"	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	10
"Couvreur, V; Faget, M; Lobet, G; Javaux, M; Chaumont, F; Draye, X"	PLANT PHYSIOLOGY	55
"Fabris, G; Lucantonio, A; Hampe, N; Noetzel, E; Hoffmann, B; DeSimone, A; Merkel, R"	BIOPHYSICAL JOURNAL	14
"Müller, R; Grooss, JU; Zafar, AM; Robrecht, S; Lehmann, R"	ATMOSPHERIC CHEMISTRY AND PHYSICS	21
"Ökmen, B; Kemmerich, B; Hilbig, D; Wemhöner, R; Aschenbroich, J; Perrar, A; Huesgen, PF; Schipper, K; Doehlemann, G"	NEW PHYTOLOGIST	56
"Zhang, T; Porcher, W; Paillard, E"	JOURNAL OF POWER SOURCES	23
"Nikolaev, KG; Maybeck, V; Neumann, E; Ermakov, SS; Ermolenko, YE; Offenhäusser, A; Mourzina, YG"	JOURNAL OF SOLID STATE ELECTROCHEMISTRY	22
"Alahmari, F; Davaasuren, B; Emwas, AH; Rothenberger, A"	INORGANIC CHEMISTRY	5
"Niemöller, A; Jakes, P; Eurich, S; Paulus, A; Kungl, H; Eichel, RA; Granwehr, J"	JOURNAL OF CHEMICAL PHYSICS	27
"Stopic, S; Dertmann, C; Modolo, G; Kegler, P; Neumeier, S; Kremer, D; Wotruba, H; Etzold, S; Telle, R; Rosani, D; Knops, P; Friedrich, B"	METALS	22
"Jia, Y; Yu, R; Xiong, XN"	PHYSICAL REVIEW D	4
"Rogall, R; Rabenstein, M; Vay, S; Bach, A; Pikhovych, A; Baermann, J; Hoehn, M; Couillard-Despres, S; Fink, GR; Schroeter, M; Rueger, MA"	STEM CELL RESEARCH & THERAPY	17
"Bach, JP; Falkenburger, BH"	JOURNAL OF NEUROCHEMISTRY	5
"Song, R; Kaufmann, M; Ern, M; Ungermann, J; Liu, G; Riese, M"	ATMOSPHERIC MEASUREMENT TECHNIQUES	7
"Groh, J; Stumpp, C; Lücke, A; Pütz, T; Vanderborght, J; Vereecken, H"	VADOSE ZONE JOURNAL	58
"Zeitler, M; Tass, PA"	FRONTIERS IN PHYSIOLOGY	9
"Oprzeska-Zingrebe, EA; Smiatek, J"	BIOPHYSICAL JOURNAL	18
"Anghel, L; Radulescu, A; Erhan, RV"	EUROPEAN PHYSICAL JOURNAL E	17
"Schall, M; Zimmermann, M; Iordanishvili, E; Gu, Y; Shah, NJ; Oros-Peusquens, AM"	PLOS ONE	8
"Gu, QY; Zhang, ZL; Gertzen, CGW; Häussinger, D; Gohlke, H; Münk, C"	JOURNAL OF VIROLOGY	6
"Popovych, OV; Tass, PA"	FRONTIERS IN PHYSIOLOGY	28
"Messaoudi, O; Ibañez-Azpiroz, J; Bouzar, H; Lounis, S"	PHYSICAL REVIEW B	2
"Vockert, M; Weber, G; Spillmann, U; Krings, T; Stöhlker, T"	FAIRNESS 2017: FAIR NEXT GENERATION SCIENTISTS 2017	4
"Cui, B; Werner, P; Ma, TP; Zhong, XY; Wang, ZC; Taylor, JM; Zhuang, YC; Parkin, SSP"	NATURE COMMUNICATIONS	59
"Banszerus, L; Frohn, B; Epping, A; Neumaier, D; Watanabe, K; Taniguchi, T; Stampfer, C"	NANO LETTERS	51
"Kwiecien, M; Badeda, J; Huck, M; Komut, K; Duman, D; Sauer, DU"	APPLIED SCIENCES-BASEL	46
"Oldiges, K; von Aspern, N; Cekic-Laskovic, I; Winter, M; Brunklaus, G"	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	25
"Raab, N; Schmidt, DO; Du, HC; Kruth, M; Simon, U; Dittmann, R"	NANOMATERIALS	8
"Datunashvili, M; Chaudhary, R; Zobeiri, M; Lüttjohann, A; Mergia, E; Baumann, A; Balfanz, S; Budde, B; van Luijtelaar, G; Pape, HC; Koesling, D; Budde, T"	FRONTIERS IN CELLULAR NEUROSCIENCE	21
"Gvaramia, M; Mangiapia, G; Falus, P; Ohl, M; Holderer, O; Frielinghaus, H"	JOURNAL OF COLLOID AND INTERFACE SCIENCE	9
"Döbber, J; Pohl, M; Ley, SV; Musio, B"	REACTION CHEMISTRY & ENGINEERING	30
"Klinkenberg, M; Weber, J; Barthel, J; Vinograd, V; Poonoosamy, J; Kruth, M; Bosbach, D; Brandt, F"	CHEMICAL GEOLOGY	24
"Siefker, J; Biehl, R; Kruteva, M; Feoktystov, A; Coppens, MO"	JOURNAL OF THE AMERICAN CHEMICAL SOCIETY	23
"Jeong, SM; Yi, S; Kim, HJ; Bihlmayer, G; Cho, JH"	PHYSICAL REVIEW B	5
"Koslowski, HR; Bhattacharyya, SR; Hansen, P; Linsmeier, C; Rasinski, M; Ström, P"	NUCLEAR MATERIALS AND ENERGY	19
"Nguyen, HMT; Nguyen, TN; Vereecken, L"	COMBUSTION AND FLAME	3
"Voiniciuc, C; Pauly, M; Usadel, B"	PLANT PHYSIOLOGY	88
"Hornung, R; Grünberger, A; Westerwalbesloh, C; Kohlheyer, D; Gompper, G; Elgeti, J"	JOURNAL OF THE ROYAL SOCIETY INTERFACE	18
"He, MQ; Wang, X; Wang, LR; Hardy, F; Wolf, T; Adelmann, P; Bruckel, T; Su, YX; Meingast, C"	JOURNAL OF PHYSICS-CONDENSED MATTER	17
"Myung, JS; Roosen-Runge, F; Winkler, RG; Gompper, G; Schurtenberger, P; Stradner, A"	JOURNAL OF PHYSICAL CHEMISTRY B	15
"Ko, Y; Yun, SD; Hong, SM; Ha, Y; Choi, CH; Shah, NJ; Felder, J"	PLOS ONE	3
"Otte, M; Schweinitz, A; Bonus, M; Enke, U; Schumann, C; Gohlke, H; Benndorf, K"	SCIENTIFIC REPORTS	7
"Petetin, H; Sauvage, B; Smit, HGJ; Gheusi, F; Lohou, F; Blot, R; Clark, H; Athier, G; Boulanger, D; Cousin, JM; Nedelec, P; Neis, P; Rohs, S; Thouret, V"	ATMOSPHERIC CHEMISTRY AND PHYSICS	5
"Palmiotti, E; Johnston, S; Gerber, A; Guthrey, H; Rockett, A; Mansfield, L; Silverman, TJ; Al-Jassim, M"	SOLAR ENERGY	27
"Fitzgerald, BW; Briels, WJ"	MACROMOLECULAR THEORY AND SIMULATIONS	1
"Ballinger, SB; Terry, JL; Baek, SG; Tang, K; von Stechow, A; Killer, C; Nicolai, D; Satheeswaran, G; Drews, P; Grulke, O"	NUCLEAR MATERIALS AND ENERGY	8
"Cardoso, G; Brouhard, T; DeForest, N; Wang, D; Heleno, M; Kotzur, L"	APPLIED ENERGY	79
"Miyagawa, K; Haidenbauer, J; Kamada, H"	PHYSICAL REVIEW C	8
